Movie,Post-Nom Gross,Post-Nom Theatres,Pre-Nom Gross,Pre-Nom Theatres,Release,Year,url,Actor,Actress,Adapted Screenplay,Animated Feature,Art Direction,Cinematography,Costume Design,Director,Editing,Foreign Language Picture,Makeup,Original Comedy/Musical Score,Original Dramatic Score,Original Score,Original Screenplay,Original Song,Picture,Sound,Sound Editing,Supporting Actor,Supporting Actress,Visual Effects,Nomination count,Win,BAFTA,DGA,PGA,GGC,GGD
The English Patient,1.6230838645060017,1.3038698328935796,1.0077398965521722,1.1277056277056277,1996-11-15,1996,/movies/?id=englishpatient.htm,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,12,1,1,1,1,0,1
Shine,1.2552526148541514,1.154353562005277,0.3841227638051599,0.3398268398268398,1996-11-22,1996,/movies/?id=shine.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8,0,0,0,0,0,0
Fargo,0.013995677121860726,0.05716798592788039,0.5734868784348601,0.7748917748917749,1996-03-08,1996,/movies/?id=fargo.htm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8,0,0,0,0,0,0
Secrets & Lies,0.45005685674506785,0.3254177660510114,0.14133044236707282,0.0183982683982684,1996-09-28,1996,/movies/?id=secretsandlies.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,0
Titanic,3.006368482971217,1.831156824222813,2.925901006727263,1.5865178188063547,1997-12-19,1997,/movies/?id=titanic.htm,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14,1,0,1,1,0,1
As Good as It Gets,0.6395192995912583,1.0614815670865596,0.8002358780036221,0.9633963074280807,1997-12-23,1997,/movies/?id=asgoodasitgets.htm,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0,0,0,0,1,0
Good Will Hunting,0.9051832914593778,1.2729689125158905,0.5948822239433226,1.1576857020180336,1997-12-05,1997,/movies/?id=goodwillhunting.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9,0,0,0,0,0,0
L.A. Confidential,0.3439808799123584,0.49635964405408534,0.3432755359466545,0.872155431515672,1997-09-19,1997,/movies/?id=laconfidential.htm,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9,0,0,0,0,0,0
The Full Monty,0.10494804606578857,0.3380330521206518,0.33570535537913815,0.42024474023185915,1997-08-15,1997,/movies/?id=fullmonty.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0
Saving Private Ryan,0.9409727670942335,0.9306122448979591,3.227467385362485,2.3083881578947367,1998-07-24,1998,/movies/?id=savingprivateryan.htm,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11,0,0,1,1,0,1
Shakespeare in Love,2.255867272451136,1.6571428571428573,0.6051527093948409,0.6850328947368421,1998-12-11,1998,/movies/?id=shakespeareinlove.htm,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,13,1,1,0,0,1,0
Life Is Beautiful,1.0775650330674422,0.5591836734693878,0.3060864408595898,0.1875,1998-10-23,1998,/movies/?id=lifeisbeautiful.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0
The Thin Red Line,0.327728712705129,1.343673469387755,0.507055405974435,1.3626644736842106,1998-12-25,1998,/movies/?id=thinredline.htm,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0
Elizabeth ,0.3978662146820589,0.5093877551020408,0.3542380584086497,0.4564144736842105,1998-11-06,1998,/movies/?id=elizabeth .htm,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0
The Sixth Sense,0.6536725446303345,0.6722689075630253,2.6716567644483984,1.419585346215781,1999-08-06,1999,/movies/?id=sixthsense.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,0,0,0,0,0,0
The Green Mile,0.7940088139693632,1.5824071564109516,1.1574816566085475,1.4467592592592593,1999-12-10,1999,/movies/?id=greenmile.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0
American Beauty,1.8586873151348926,1.1263214963404717,0.7166583445015096,0.7815016103059581,1999-09-15,1999,/movies/?id=americanbeauty.htm,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1,1,1,1,0,1
The Cider House Rules,1.5901488402691868,1.1778259690973165,0.19894039701645885,0.4242149758454106,1999-12-10,1999,/movies/?id=ciderhouserules.htm,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,0,0,0,0,0,0
The Insider,0.10348248599622246,0.44117647058823534,0.2552628374250858,0.927938808373591,1999-11-05,1999,/movies/?id=insider.htm,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0
Gladiator,0.01123952383120998,0.03564597461311076,1.9799443838329276,1.5319557904853436,2000-05-05,2000,/movies/?id=gladiator.htm,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,12,1,1,0,1,0,1
"Crouching Tiger, Hidden Dragon",1.963934316296128,1.762302208311598,0.644728311112134,0.5785679961556944,2000-12-08,2000,/movies/?id=crouchingtigerhiddendragon.htm,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,0
Erin Brockovich,0.0,0.0,1.332573021179455,1.4752522825564633,2000-03-17,2000,/movies/?id=erinbrockovich.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0,0,0,0,0,0
Traffic,1.574739515481171,1.5258215962441315,0.7555222480689483,0.8361364728495916,2000-12-27,2000,/movies/?id=traffic.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0,0,0,0,0,0
Chocolat,1.4500866443914913,1.6762302208311597,0.28723203580653456,0.5780874579529073,2000-12-15,2000,/movies/?id=chocolat.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,1.329167140691231,1.4207195203197869,2.804858025626858,1.781912090228734,2001-12-19,2001,/movies/?id=fellowshipofthering.htm,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,13,0,1,0,0,0,0
A Beautiful Mind,2.107912175361038,1.848767488341106,1.1739106357853752,1.1858332454938336,2001-12-21,2001,/movies/?id=beautifulmind.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8,1,0,1,0,0,1
Moulin Rouge!,0.010874647915941234,0.04746835443037975,0.5898747999304529,1.203225466427743,2001-05-18,2001,/movies/?id=moulinrouge.htm,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,0,1,1,0
Gosford Park,0.7964896969475614,0.7644903397734844,0.2298650809776864,0.44060293032570885,2001-12-26,2001,/movies/?id=gosfordpark.htm,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7,0,0,0,0,0,0
In the Bedroom,0.7555563390842281,0.9185542971352432,0.20149145767962742,0.3884262675239802,2001-11-23,2001,/movies/?id=inthebedroom.htm,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,0
The Lord of the Rings: The Two Towers,0.5801192334806693,1.1402198995520565,3.2979342074227183,2.0864055299539173,2002-12-18,2002,/movies/?id=twotowers.htm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6,0,0,0,0,0,0
Chicago,2.9397077900940105,1.7646260350210397,0.6631907458873484,1.060483870967742,2002-12-27,2002,/movies/?id=chicago.htm,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,13,1,0,1,1,1,0
Gangs of New York,0.2926458689598344,1.0200895887063932,0.7200943039229469,1.347926267281106,2002-12-20,2002,/movies/?id=gangsofnewyork.htm,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0
The Hours,0.7198715892427079,0.6854893443735577,0.22476553225498835,0.3162442396313364,2002-12-27,2002,/movies/?id=hours.htm,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9,0,0,0,0,0,1
The Pianist,0.46765551822277807,0.3895751323469526,0.09401521051199788,0.1889400921658986,2002-12-25,2002,/movies/?id=pianist.htm,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,1,0,0,0,0
The Lord of the Rings: The Return of the King,1.9759044369814887,2.231332868108862,2.6522007013116293,1.5637668918918919,2003-12-17,2003,/movies/?id=returnoftheking.htm,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11,1,1,1,1,0,1
Seabiscuit,0.0035514842229147038,0.047103977669225396,0.9424645000069662,1.086570945945946,2003-07-25,2003,/movies/?id=seabiscuit.htm,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0
Master and Commander: The Far Side of the World,0.5552990935495907,0.9752267969295184,0.6688595878396254,1.3095439189189189,2003-11-14,2003,/movies/?id=masterandcommander.htm,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10,0,0,0,0,0,0
Mystic River,1.7727254200335483,1.1950453593859036,0.46338005235050317,0.667652027027027,2003-10-08,2003,/movies/?id=mysticriver.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,0,0,0,0,0,0
Lost in Translation,0.6925195652124576,0.5512909979064898,0.27309515849127564,0.37246621621621623,2003-09-12,2003,/movies/?id=lostintranslation.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,1,0
The Aviator,1.259754056746447,1.5099068990212463,1.4247144802974452,1.6979573445479124,2004-12-17,2004,/movies/?id=aviator.htm,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11,0,1,0,1,0,1
Million Dollar Baby,2.017993932245516,1.2682024349486751,0.2071094999800713,0.11039351156503455,2004-12-15,2004,/movies/?id=milliondollarbaby.htm,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,1,0,1,0,0,0
Ray,0.07175509612587368,0.3139174027214132,1.7807609003195426,1.85791528987684,2004-10-29,2004,/movies/?id=ray.htm,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0
Sideways,1.1006597621412224,1.0658868465027453,0.7902502663715302,0.5249324121357766,2004-10-22,2004,/movies/?id=sideways.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5,0,0,0,0,1,0
Finding Neverland,0.5498371527409407,0.8420864168059203,0.7971648530314108,0.8088014418744368,2004-11-12,2004,/movies/?id=findingneverland.htm,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0
Brokeback Mountain,2.762857497930263,1.931397928994083,1.385472359056581,1.3321520618556701,2005-12-09,2005,/movies/?id=brokebackmountain.htm,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8,0,1,1,1,0,1
Crash,0.0,0.0,1.4325440037555663,1.5343105670103094,2005-05-06,2005,/movies/?id=crash05.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6,1,0,0,0,0,0
Munich,0.6042763596754945,1.064164201183432,1.0939019140935033,1.206507731958763,2005-12-23,2005,/movies/?id=munich.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
"Good Night, and Good Luck.",0.6115753169992155,0.8589127218934912,0.6746354458754775,0.6467461340206186,2005-10-07,2005,/movies/?id=goodnightandgoodluck.htm,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0
Capote,1.0212908253950268,1.145525147928994,0.41344627721887195,0.2802835051546392,2005-09-30,2005,/movies/?id=capote.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,0
The Departed,1.0580957535185538,1.378296338455701,2.49856043864466,1.9300153531218014,2006-10-06,2006,/movies/?id=departed.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,1,0,1,0,0,0
Little Miss Sunshine,0.02493927355696388,0.09201290077784101,1.2229435961307904,1.02482088024565,2006-07-26,2006,/movies/?id=littlemisssunshine.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4,0,0,0,1,0,0
The Queen,1.7893214116120961,1.7548852210206791,0.7360487336988282,1.0145854657113613,2006-09-30,2006,/movies/?id=queen.htm,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0,0,0
Babel,1.0494579105470803,1.033959400493265,0.4891997448249472,0.800281473899693,2006-10-27,2006,/movies/?id=babel.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7,0,0,0,0,0,1
Letters from Iwo Jima,1.0781856507653058,0.7408461392525137,0.053247486700774414,0.23029682702149437,2006-12-20,2006,/movies/?id=lettersfromiwojima.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,0,0,0,0,0,0
Juno,1.952162622279601,1.5979316433345945,2.009137599024164,1.5551736835645023,2007-12-05,2007,/movies/?id=juno.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0
No Country for Old Men,0.6932957758010052,0.802749400933283,1.128062470238135,0.827298392046152,2007-11-09,2007,/movies/?id=nocountryforoldmen.htm,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8,1,0,1,1,0,0
Atonement,0.7539386996007725,0.8828351620633119,0.7532755526185159,0.7923161900085921,2007-12-07,2007,/movies/?id=atonement.htm,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7,0,1,0,0,0,1
Michael Clayton,0.41073223819078386,0.6949173918526926,0.9089021985612432,1.5864735485454768,2007-10-05,2007,/movies/?id=michaelclayton.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7,0,0,0,0,0,0
There Will Be Blood,1.1898706641278372,1.0215664018161181,0.2006221795579421,0.23873818583527678,2007-12-26,2007,/movies/?id=therewillbeblood.htm,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,0,0,0,0,0,0
Slumdog Millionaire,2.5696370022084203,1.4967982924226253,1.1973811203309646,0.6573875802997858,2008-11-12,2008,/movies/?id=slumdogmillionaire.htm,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,10,1,1,1,1,0,1
The Curious Case of Benjamin Button,0.9495679012877933,1.5094717182497333,2.795531402417089,3.1991434689507496,2008-12-25,2008,/movies/?id=curiouscaseofbenjaminbutton.htm,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,13,0,0,0,0,0,0
The Reader,0.7161350065248567,0.6683564567769477,0.21589701867632113,0.5428265524625268,2008-12-10,2008,/movies/?id=reader.htm,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Milk,0.35758658189382664,0.5883137673425827,0.5531512161450762,0.3811563169164882,2008-11-26,2008,/movies/?id=milk.htm,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,0,0,0,0,0,0
Frost/Nixon,0.4070735080851028,0.737059765208111,0.2380392424305487,0.21948608137044967,2008-12-05,2008,/movies/?id=frostnixon.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Avatar,8.078981546691175,3.805397375588017,3.9490297434270425,1.6003144217875804,2009-12-18,2009,/movies/?id=avatar.htm,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9,0,0,0,0,0,1
Up,0.0,0.0,1.9334552371633718,1.7968280390252926,2009-05-29,2009,/movies/?id=up.htm,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,0,0,0,0,0,0
The Blind Side,0.8151363898162738,2.167615746471899,1.5714357362348563,1.5753456327738475,2009-11-20,2009,/movies/?id=blindside.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
Inglourious Basterds,0.0,0.0,0.7954156052266491,1.5526887686687938,2009-08-21,2009,/movies/?id=inglouriousbasterds.htm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8,0,0,0,0,0,0
District 9,0.0,0.0,0.7631182289920495,1.4703842419198225,2009-08-14,2009,/movies/?id=district9.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,0,0,0,0,0,0
Up in the Air,0.630694240561962,1.9150779896013865,0.48484238002383756,1.0255698894899894,2009-12-04,2009,/movies/?id=upintheair.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6,0,0,0,0,0,0
"Precious: Based on the Novel ""Push"" by Sapphire",0.1273938989057922,0.8281752909135925,0.3000406828173982,0.46377213668100065,2009-11-06,2009,/movies/?id=preciouspush.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6,0,0,0,0,0,0
The Hurt Locker,0.134185950943006,0.339192869522159,0.08361319507697162,0.24737596522864938,2009-06-26,2009,/movies/?id=hurtlocker.htm,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9,1,1,1,1,0,0
An Education,0.21360797308179144,0.9445407279029463,0.05815104686617342,0.14657603921024645,2009-10-09,2009,/movies/?id=aneducation.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0
A Serious Man,0.0,0.0,0.06089814417164985,0.12114486521477784,2009-10-02,2009,/movies/?id=seriousman.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
Toy Story 3,0.0,0.0,3.4739650538376425,1.798696079306957,2010-06-18,2010,/movies/?id=toystory3.htm,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Inception,0.0,0.0,2.4491265669328697,1.6933107082254175,2010-07-16,2010,/movies/?id=inception.htm,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8,0,0,0,0,0,0
True Grit,2.194788036797301,2.847279302975506,1.1594307999467628,1.5468429043493792,2010-12-22,2010,/movies/?id=truegrit2010.htm,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10,0,0,0,0,0,0
The King's Speech,4.3153067147038655,2.123951997369719,0.48508827871312304,0.750200946682147,2010-11-26,2010,/movies/?id=kingsspeech.htm,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12,1,1,1,1,0,0
Black Swan,1.5208220851893497,1.9784645734012825,0.700990558514388,1.0748414753951951,2010-12-03,2010,/movies/?id=blackswan.htm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
The Social Network,0.11315901523752235,0.31645569620253167,0.7989359261341924,1.3043672412253282,2010-10-01,2010,/movies/?id=socialnetwork.htm,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,1
